service_provider,name_service,type_education,terms_service,service_forms,service_price,phone_numbers,web_site,e-mail,area_activity,classroom_hours
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Современные аспекты сестринского дела в анестезиологии и реаниматологии,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Актуальные вопросы сестринского дела,Повышение квалификации для специалистов со средним медицинским образованием,216,Заочная,15000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,90
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Избранные вопросы психиатрии по оказанию скорой медицинской помощи,Повышение квалификации для специалистов со средним медицинским образованием,72,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Диетология,Повышение квалификации для специалистов со средним медицинским образованием,216,Заочная,15000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,90
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Профессиональная деятельность медицинской сестры в оказании помощи пациентам с психозами,Повышение квалификации для специалистов со средним медицинским образованием,36,Заочная,6000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,18
Общество с ограниченной ответственностью «Гарант Сервис Университет»,"Организация обращения с медицинскими отходами в системе
профилактики ВБИ/ ИСМП",Повышение квалификации для специалистов со средним медицинским образованием,72,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Экономика и управление в фармации,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Административно-управленческая и офисная деятельность,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Аэробные и анаэробные хирургические инфекции. Правила ухода,Повышение квалификации для специалистов со средним медицинским образованием,36,Заочная,6000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,18
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Скорая медицинская помощь пациентам при острых хирургических заболеваниях и травмах,Повышение квалификации для специалистов со средним медицинским образованием,36,Заочная,6000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,18
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Организация и проведение иммунопрофилактики населения,Повышение квалификации для специалистов со средним медицинским образованием,72,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,ПЦР диагностика инфекционных заболеваний,Повышение квалификации для специалистов со средним медицинским образованием,72,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Сестринское дело. Трансфузиология,Повышение квалификации для специалистов со средним медицинским образованием,288,Заочная,17000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Современные аспекты работы фармацевтов,Повышение квалификации для специалистов со средним медицинским образованием,74,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Организация сестринского дела,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Организация эпидемиологического контроля в ЛПУ,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Сестринская помощь гинекологическим больным,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,"Государственное регулирование и организация деятельности, связанной с оборотом наркотических и психотропных средств",Повышение квалификации для специалистов со средним медицинским образованием,72,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Сестринское дело в трансфузиологии,Повышение квалификации для специалистов со средним медицинским образованием,72,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Бережливое производство,Повышение квалификации для специалистов со средним медицинским образованием,36,Заочная,6000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,18
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Вакцинопрофилактика. Постановка Манту. БЦЖ,Повышение квалификации для специалистов со средним медицинским образованием,72,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Сестринское дело в эндоскопии,Повышение квалификации для специалистов со средним медицинским образованием,72,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Первичная медико-санитарная помощь взрослому населению,Повышение квалификации для специалистов со средним медицинским образованием,216,Заочная,15000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,90
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Материаловедение в зуботехнической лаборатории,Повышение квалификации для специалистов со средним медицинским образованием,36,Заочная,6000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,18
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Гемодиализ,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Подготовка медицинских работников по проведению предрейсовых медицинских осмотров водителей автотранспортных средств,Повышение квалификации для специалистов со средним медицинским образованием,72,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Трансфузиология,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Иммунопрофилактика инфекционных заболеваний,Повышение квалификации для специалистов со средним медицинским образованием,72,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Подготовка медицинских работников по проведению предрейсовых медицинских осмотров водителей автотранспортных средств,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Общая практика,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Первичная медико-профилактическая помощь взрослому и детскому населению,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Стоматологическая помощь населению,Повышение квалификации для специалистов со средним медицинским образованием,288,Заочная,17000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Скорая и неотложная помощь,Повышение квалификации для специалистов со средним медицинским образованием,250,Заочная,15000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,90
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Организация работы медсестры терапевтического отделения,Повышение квалификации для специалистов со средним медицинским образованием,36,Заочная,6000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,18
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Общие вопросы анестезиологии и реаниматологии,Повышение квалификации для специалистов со средним медицинским образованием,36,Заочная,6000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,18
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Организационно-аналитическая деятельность медицинской организации,Повышение квалификации для специалистов со средним медицинским образованием,36,Заочная,6000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,18
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Заболевания сердечно -сосудистой системы в практике фельдшера скорой медицинской помощи,Повышение квалификации для специалистов со средним медицинским образованием,36,Заочная,6000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,18
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Современные аспекты организации сестринского дела,Повышение квалификации для специалистов со средним медицинским образованием,36,Заочная,6000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,18
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Диетология,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Современные аспекты сестринского дела при эндоскопии,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Современные методы клинических исследований в лабораторной диагностике,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,"Проведение предсменных, предрейсовых и послесменных, послерейсовых осмотров",Повышение квалификации для специалистов со средним медицинским образованием,72,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Охрана здоровья детей и подростков,Повышение квалификации для специалистов со средним медицинским образованием,216,Заочная,15000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,90
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Оказание реабилитационной помощи детям,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,"Актуальные вопросы профилактики, диагностики и лечения коронавирусной инфекции (COVID-19 и Омикрон)",Повышение квалификации для специалистов со средним медицинским образованием,36,Заочная,6000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,18
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Современные аспекты ортопедической помощи населению,Повышение квалификации для специалистов со средним медицинским образованием,144,Заочная,12000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,64
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Профилактика ВБИ: инфекционная безопасность пациента и медицинского персонала,Повышение квалификации для специалистов со средним медицинским образованием,72,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Сестринское дело в стоматологии,Повышение квалификации для специалистов со средним медицинским образованием,74,Заочная,8000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,36
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Организация здравоохранения и общественное здоровье,Профессиональная переподготовка для специалистов с высшим медицинским образованием,576,Заочная,24000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Клиническая лабораторная диагностика,Профессиональная переподготовка для специалистов с высшим медицинским образованием,576,Заочная,24000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Ультразвуковая диагностика,Профессиональная переподготовка для специалистов с высшим медицинским образованием,576,Заочная,24000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Педиатрия,Профессиональная переподготовка для специалистов с высшим медицинским образованием,576,Заочная,24000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Терапия,Профессиональная переподготовка для специалистов с высшим медицинским образованием,576,Заочная,24000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Сестринское дело,Профессиональная переподготовка для специалистов со средним медицинским образованием,288,Заочная,17000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Сестринское дело в педиатрии,Профессиональная переподготовка для специалистов со средним медицинским образованием,288,Заочная,17000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Физиотерапия,Профессиональная переподготовка для специалистов со средним медицинским образованием,288,Заочная,17000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Организация сестринского дела,Профессиональная переподготовка для специалистов со средним медицинским образованием,288,Заочная,17000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Функциональная диагностика,Профессиональная переподготовка для специалистов со средним медицинским образованием,288,Заочная,17000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Младшая медицинская сестра по уходу за больными,Профессиональное обучение,288,Заочная,10000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Санитар,Профессиональное обучение,288,Заочная,10000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Общество с ограниченной ответственностью «Гарант Сервис Университет»,Медицинский регистратор,Профессиональное обучение,864,Заочная,24000,8 (800) 550-40-48,https://gsu-prof.ru/,info@gsu-prof.ru,Здравоохранение,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Административно-хозяйственная деятельность организации (квалификация «Специалист административно-хозяйственной деятельности»),Профессиональная переподготовка,250,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Административно-управленческая и офисная деятельность,90
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Администрирование торгового зала (квалификация «Менеджер торгового зала») ,Профессиональная переподготовка,320,Очная c применением дистанционного обучения,20000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Административно-управленческая и офисная деятельность,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Архивное дело (квалификация «Специалист архива»),Профессиональная переподготовка,252,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Административно-управленческая и офисная деятельность,90
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Библиотечное дело (квалификация «Специалист в области библиотечно-информационной деятельности»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Образование и наука,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Библиотечно-педагогическая деятельность (квалификация «Педагог-библиотекарь»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Образование и наука,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Бухгалтерский и налоговый учет (квалификация «Бухгалтер»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Финансы и экономика,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Бухгалтерский и налоговый учет с применением программы 1С: Бухгалтерия (квалификация «Бухгалтер»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Финансы и экономика,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Воспитательная работа с группой обучающихся (квалификация «Специалист в области воспитания»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Образование и наука,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Дефектология (квалификация «Педагог-дефектолог»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Образование и наука,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,"Деятельность по предоставлению социальных услуг, мер социальной поддержки и государственной социальной помощи (квалификация «Специалист по социальной работе»)",Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Социальное обслуживание,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Деятельность по психолого-педагогическому сопровождению образовательного и воспитательного процессов (квалификация «Педагог-психолог),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Образование и наука,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Документационное обеспечение деятельности организации (квалификация «Специалист по организационному и документационному обеспечению управления организацией») ,Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Административно-управленческая и офисная деятельность,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Документационное обеспечение работы с персоналом (квалификация «Специалист по управлению персоналом»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Административно-управленческая и офисная деятельность,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Интернет-маркетинг и реклама (квалификация «Специалист по интернет-маркетингу»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Связь и ИКТ,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Ландшафтный дизайн (квалификация «Дизайнер ландшафтного проектирования»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Архитектура/Проектирование/Геодезия/Топография/Дизайн,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Логистика (квалификация «Специалист по логистике»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Финансы и экономика,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Логистика с применением программы 1С: Управление торговлей (квалификация «Специалист по логистике»),Профессиональная переподготовка,320,Очная c применением дистанционного обучения,20000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Финансы и экономика,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Логопедия (квалификация «Учитель-логопед»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Образование и наука,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Маркетинг (квалификация «Маркетолог»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Связь и ИКТ,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Организация и управление торгово-сбытовой деятельностью (квалификация «Менеджер по продажам),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Связь и ИКТ,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Организация и установление выплат социального характера (квалификация «Специалист по организации и установлению выплат социального характера»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Социальное обслуживание,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Организация контроля технического состояния автотранспортных средств (квалификация «Контролер технического состояния транспортных средств автомобильного транспорта»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Транспорт,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,Организация перевозок на автомобильном и городском наземном электрическом транспорте (квалификация «Диспетчер автомобильного и городского наземного электрического транспорта»),Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Транспорт,100
Автономная некоммерческая организация дополнительного профессионального образования «Образовательный центр «Премьер»,"Организация системы обеспечения безопасности дорожного движения (квалификация «Специалист, ответственный за обеспечение безопасности дорожного движения»)",Профессиональная переподготовка,264,Очная c применением дистанционного обучения,18000,+7 (930) 426-36-36; +7 (930)426-63-63,www.premier-centr.com,info@premier-centr.com,Обеспечение безопасности,100
